id	unitCode	title	record_ID	metadata_usage	data_source	object_type	Date
edanmdm-nmah_1407611	NMAH	postcard	nmah_1407611	{'access': 'CC0'}	National Museum of American History	['Postcards']	
edanmdm-nmah_1407679	NMAH	handbill	nmah_1407679	{'access': 'CC0'}	National Museum of American History	['handbill']	August, 2008
edanmdm-nmah_1356688	NMAH	novelty	nmah_1356688	{'access': 'CC0'}	National Museum of American History	['novelty']	2008
edanmdm-nmah_1385991	NMAH	Cedar Waxwing	nmah_1385991	{'access': 'CC0'}	National Museum of American History	['plate, dinner', 'dishes']	ca 1950
edanmdm-nmah_1375394	NMAH	ticket	nmah_1375394	{'access': 'CC0'}	National Museum of American History	['ticket']	1984
edanmdm-nmah_1370851	NMAH	Gino’s Pocket Counter	nmah_1370851	{'access': 'CC0'}	National Museum of American History	['adding machine']	ca 1975
edanmdm-nmah_1380319	NMAH	War Department Identification Card	nmah_1380319	{'access': 'CC0'}	National Museum of American History	['identification card']	
edanmdm-nmah_1464149	NMAH	"""572 Feet High- Setting the Capstone on the Washington Monument."""	nmah_1464149	{'access': 'CC0'}	National Museum of American History	['sheet']	1884 (?)
edanmdm-nmah_1386682	NMAH	Relay Chassis, G-15 Computer Diagram	nmah_1386682	{'access': 'CC0'}	National Museum of American History	['documentation']	
edanmdm-nmah_1387089	NMAH	Button, Advertising, ViewSonic	nmah_1387089	{'access': 'CC0'}	National Museum of American History	['button, advertising']	c 1992
edanmdm-nmah_1121152	NMAH	shoes, pair of	nmah_1121152	{'access': 'CC0'}	National Museum of American History	['Shoes (footwear)']	
edanmdm-nmah_1760759	NMAH	Stereo Card	nmah_1760759	{'access': 'CC0'}	National Museum of American History	['stereo card']	
edanmdm-nmah_1122649	NMAH	1.00 Dollar	nmah_1122649	{'access': 'CC0'}	National Museum of American History	['Plate Impression for Paper Currency']	
edanmdm-nmah_1124761	NMAH	1.00 Dollar	nmah_1124761	{'access': 'CC0'}	National Museum of American History	['Plate Impression for Paper Currency']	1977
edanmdm-nmah_1192222	NMAH	Ballad Of Davy Crockett; Farewell	nmah_1192222	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	1955
edanmdm-nmah_1194860	NMAH	Let It Be Me; Poor Boy	nmah_1194860	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	
edanmdm-nmah_1194886	NMAH	Empty Mansion, An; Where Could I Go?	nmah_1194886	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	
edanmdm-nmah_1195065	NMAH	Walking; Joy Of Being Together, The	nmah_1195065	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	
edanmdm-nmah_1199899	NMAH	Be There For Me Baby; Finally Fallin'	nmah_1199899	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	1981
edanmdm-nmah_1199900	NMAH	Be There For Me Baby; Finally Fallin'	nmah_1199900	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	1981
edanmdm-nmah_1200767	NMAH	Then You Can Tell Me Goodbye; That Ain't All	nmah_1200767	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	
edanmdm-nmah_1331430	NMAH	Sad Sack; He's Gone, He's Gone Up the Trail	nmah_1331430	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	
edanmdm-nmah_1331434	NMAH	Call Operator 210; You Got the Right Number	nmah_1331434	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	1952
edanmdm-nmah_1331579	NMAH	I Wonder Who's Kissing Her Now; I Cannot Tell a Lie	nmah_1331579	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	1939
edanmdm-nmah_1402620	NMAH	Columbus Stockade Blues; Over the Waves	nmah_1402620	{'access': 'CC0'}	National Museum of American History	['Sound recordings']	1947
edanmdm-nmah_1476422	NMAH	certified proof	nmah_1476422	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1882
edanmdm-nmah_1477322	NMAH	certified proof	nmah_1477322	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1477539	NMAH	certified proof	nmah_1477539	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1478486	NMAH	certified proof	nmah_1478486	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1478556	NMAH	certified proof	nmah_1478556	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1885-01-26
edanmdm-nmah_1479107	NMAH	certified proof	nmah_1479107	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1865-07-01
edanmdm-nmah_1480573	NMAH	certified proof	nmah_1480573	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1882
edanmdm-nmah_1485729	NMAH	certified proof	nmah_1485729	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1893-02-23
edanmdm-nmah_1486977	NMAH	certified proof	nmah_1486977	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1882
edanmdm-nmah_1487501	NMAH	certified proof	nmah_1487501	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1489189	NMAH	certified proof	nmah_1489189	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1594667	NMAH	certified proof	nmah_1594667	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1595305	NMAH	certified proof	nmah_1595305	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1595760	NMAH	certified proof	nmah_1595760	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1595766	NMAH	certified proof	nmah_1595766	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1610893	NMAH	certified proof	nmah_1610893	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1611026	NMAH	certified proof	nmah_1611026	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_360077	NMAH	print	nmah_360077	{'access': 'CC0'}	National Museum of American History	['Prints']	
edanmdm-nmah_470940	NMAH	die	nmah_470940	{'access': 'CC0'}	National Museum of American History	['Dies (tools)']	
edanmdm-nmah_352012	NMAH	Morning & Evening Dresses for February 18	nmah_352012	{'access': 'CC0'}	National Museum of American History	['Fashion Plate', 'Fashion Plate; Female']	18??-02
edanmdm-nmah_1966443	NMAH	1/2 Kopek, Russia, 1874	nmah_1966443	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1874
edanmdm-nmah_1804806	NMAH	1 Billon Trachy, Byzantine Empire, 1195 -	nmah_1804806	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1195 -
edanmdm-nmah_960078	NMAH	medal	nmah_960078	{'access': 'CC0'}	National Museum of American History	['Medal; Presidential; Inaugural', 'Medals']	
edanmdm-nmah_975068	NMAH	medal	nmah_975068	{'access': 'CC0'}	National Museum of American History	['Medal; Jetton; Personal', 'Medals']	
edanmdm-nmah_1968245	NMAH	medal	nmah_1968245	{'access': 'CC0'}	National Museum of American History	['Medals']	
edanmdm-nmah_1966995	NMAH	2 Kopeks, Russia, 1850	nmah_1966995	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1850
edanmdm-nmah_1967281	NMAH	15 Kopeks, Russia, 1908	nmah_1967281	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1908
edanmdm-nmah_1077847	NMAH	1 Cent, United States, 1840	nmah_1077847	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1840
edanmdm-nmah_939331	NMAH	5 Franc	nmah_939331	{'access': 'CC0'}	National Museum of American History	['Coin; Trial', 'Coins (money)']	
edanmdm-nmah_956266	NMAH	medal	nmah_956266	{'access': 'CC0'}	National Museum of American History	['Medal; Personal; Numismatic', 'Medals']	
edanmdm-nmah_759907	NMAH	Lauste, Grate Light Valve For Recording Variable Density	nmah_759907	{'access': 'CC0'}	National Museum of American History	['Lauste: Grate Light Valve, Variable Density', 'sound recording apparatus']	
edanmdm-nmah_1120779	NMAH	Photoscript	nmah_1120779	{'access': 'CC0'}	National Museum of American History	['Numbering Kit, Negative', 'Numbering Kit, Negative; Still']	
edanmdm-nmah_758568	NMAH	Man holding Model plane of a Curtiss-Hawk	nmah_758568	{'access': 'CC0'}	National Museum of American History	['Photographs']	
edanmdm-nmah_756171	NMAH	Commemoration of Indian Day at the Chicago historical Society	nmah_756171	{'access': 'CC0'}	National Museum of American History	['Photographs']	
edanmdm-nmah_756559	NMAH	Glass Plate Negative	nmah_756559	{'access': 'CC0'}	National Museum of American History	['Photographs']	
edanmdm-nmah_757100	NMAH	Glass Plate Negative	nmah_757100	{'access': 'CC0'}	National Museum of American History	['Photographs']	
edanmdm-nmah_757157	NMAH	Glass Plate Negative	nmah_757157	{'access': 'CC0'}	National Museum of American History	['Photographs']	
edanmdm-nmah_498413	NMAH	uniform jacket	nmah_498413	{'access': 'CC0'}	National Museum of American History	['Uniform Jacket']	
edanmdm-nmah_501973	NMAH	At Home	nmah_501973	{'access': 'CC0'}	National Museum of American History	['Name Card']	
edanmdm-nmah_527312	NMAH	Student Vote, the	nmah_527312	{'access': 'CC0'}	National Museum of American History	['Recording Tape']	1972
edanmdm-nmah_493486	NMAH	bumper sticker	nmah_493486	{'access': 'CC0'}	National Museum of American History	['Bumper Sticker']	
edanmdm-nmah_529179	NMAH	noisemaker	nmah_529179	{'access': 'CC0'}	National Museum of American History	['Noisemakers']	1888
edanmdm-nmah_528494	NMAH	Clay and Frelinghuysen	nmah_528494	{'access': 'CC0'}	National Museum of American History	['Sheet music']	1844
edanmdm-nmah_495455	NMAH	Abraham Lincoln's Funeral March	nmah_495455	{'access': 'CC0'}	National Museum of American History	['Sheet music']	
edanmdm-nmah_492229	NMAH	baton	nmah_492229	{'access': 'CC0'}	National Museum of American History	['Batons (music equipment)']	
edanmdm-nmah_526664	NMAH	poster	nmah_526664	{'access': 'CC0'}	National Museum of American History	['Posters']	
edanmdm-nmah_544501	NMAH	Wage Peace, Mr. President	nmah_544501	{'access': 'CC0'}	National Museum of American History	['Posters']	1970
edanmdm-nmah_1200990	NMAH	John Jay's robe	nmah_1200990	{'access': 'CC0'}	National Museum of American History	['Robes (main garments)']	late 18th century
edanmdm-nmah_513977	NMAH	How Theodore Roosevelt Became President of the United States	nmah_513977	{'access': 'CC0'}	National Museum of American History	['Pamphlets']	1919
edanmdm-nmah_514005	NMAH	Japan's Part	nmah_514005	{'access': 'CC0'}	National Museum of American History	['Pamphlets']	
edanmdm-nmah_543983	NMAH	letter	nmah_543983	{'access': 'CC0'}	National Museum of American History	['Correspondence']	
edanmdm-nmah_519871	NMAH	ticket	nmah_519871	{'access': 'CC0'}	National Museum of American History	['Ticket']	
edanmdm-nmah_505102	NMAH	Medal, van Buren, Vote/ Land/ Free	nmah_505102	{'access': 'CC0'}	National Museum of American History	['Medals']	
edanmdm-nmah_531001	NMAH	card	nmah_531001	{'access': 'CC0'}	National Museum of American History	['Cards (information artifacts)']	
edanmdm-nmah_508826	NMAH	charm?	nmah_508826	{'access': 'CC0'}	National Museum of American History	['Charm?']	
edanmdm-nmah_496223	NMAH	The Puzzled Piper Ponders	nmah_496223	{'access': 'CC0'}	National Museum of American History	['Cartoon']	
edanmdm-nmah_501473	NMAH	plate	nmah_501473	{'access': 'CC0'}	National Museum of American History	['plate', 'Plate']	
edanmdm-nmah_516749	NMAH	WCTU Hatchet, around 1910	nmah_516749	{'access': 'CC0'}	National Museum of American History	['Hatchets']	c. 1910
edanmdm-nmah_516747	NMAH	postcard	nmah_516747	{'access': 'CC0'}	National Museum of American History	['Postcards', 'Souvenirs']	1893
edanmdm-nmah_524311	NMAH	receipt, tax	nmah_524311	{'access': 'CC0'}	National Museum of American History	['Receipt, Tax']	
edanmdm-nmah_643314	NMAH	photograph	nmah_643314	{'access': 'CC0'}	National Museum of American History	['Photographs']	
edanmdm-nmah_1972435	NMAH	wool samples	nmah_1972435	{'access': 'CC0'}	National Museum of American History	['wool samples']	
edanmdm-nmah_1971587	NMAH	fiber sample	nmah_1971587	{'access': 'CC0'}	National Museum of American History	['fiber sample']	
edanmdm-nmah_1970922	NMAH	cord	nmah_1970922	{'access': 'CC0'}	National Museum of American History	['Cord (fiber product)']	
edanmdm-nmah_1952731	NMAH	Engraved Copper Roller or Cylinder for a Textile Printing Machine; 1884	nmah_1952731	{'access': 'CC0'}	National Museum of American History	['printing roller, textile', 'copper roller']	before 1884
edanmdm-nmah_1954494	NMAH	fiber sample	nmah_1954494	{'access': 'CC0'}	National Museum of American History	['fiber sample']	
edanmdm-nmah_1080463	NMAH	mat, ikat dyed	nmah_1080463	{'access': 'CC0'}	National Museum of American History	['Mat, Ikat Dyed']	
edanmdm-nmah_646757	NMAH	fabric	nmah_646757	{'access': 'CC0'}	National Museum of American History	['Cloth']	
edanmdm-nmah_648506	NMAH	yarn samples, batch of	nmah_648506	{'access': 'CC0'}	National Museum of American History	['Yarn Samples, Batch of']	
edanmdm-nmah_626581	NMAH	printing block	nmah_626581	{'access': 'CC0'}	National Museum of American History	['Printing blocks']	
edanmdm-nmah_626590	NMAH	printing block	nmah_626590	{'access': 'CC0'}	National Museum of American History	['Printing blocks']	
edanmdm-nmah_622100	NMAH	fabric, fragment	nmah_622100	{'access': 'CC0'}	National Museum of American History	['Fabric, Fragment']	
edanmdm-nmah_1073177	NMAH	printing machine, cloth	nmah_1073177	{'access': 'CC0'}	National Museum of American History	['Printing Machine, Cloth']	1854-06-20
edanmdm-nmah_649298	NMAH	machine, knitting	nmah_649298	{'access': 'CC0'}	National Museum of American History	['Machine, Knitting', 'machine knitting']	1868-02-11
edanmdm-nmah_648394	NMAH	loom, haircloth	nmah_648394	{'access': 'CC0'}	National Museum of American History	['Loom, Haircloth']	1875-08-17
edanmdm-nmah_649306	NMAH	loom let-off mechanism	nmah_649306	{'access': 'CC0'}	National Museum of American History	['Loom, Let-Off', 'loom let-off mechanism']	1868-04-14
edanmdm-nmah_633736	NMAH	shuttle	nmah_633736	{'access': 'CC0'}	National Museum of American History	['Shuttles (textile tools)']	1871-07-04
edanmdm-nmah_633743	NMAH	shuttle	nmah_633743	{'access': 'CC0'}	National Museum of American History	['Shuttles (textile tools)']	1870-05-31
edanmdm-nmah_628488	NMAH	kink arrester	nmah_628488	{'access': 'CC0'}	National Museum of American History	['Kink Arrester']	1889-10-29
edanmdm-nmah_627724	NMAH	attachment, sewing machine	nmah_627724	{'access': 'CC0'}	National Museum of American History	['Attachment, Sewing Machine']	
edanmdm-nmah_933040	NMAH	1 Tetradrachm	nmah_933040	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	
edanmdm-nmah_1649699	NMAH	certified proof	nmah_1649699	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1650595	NMAH	certified proof	nmah_1650595	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1651173	NMAH	certified proof	nmah_1651173	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1651490	NMAH	certified proof	nmah_1651490	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1724383	NMAH	certified proof	nmah_1724383	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1724682	NMAH	certified proof	nmah_1724682	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1724994	NMAH	certified proof	nmah_1724994	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1725086	NMAH	certified proof	nmah_1725086	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1725853	NMAH	certified proof	nmah_1725853	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1726772	NMAH	certified proof	nmah_1726772	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1727052	NMAH	certified proof	nmah_1727052	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1743242	NMAH	certified proof	nmah_1743242	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1743352	NMAH	certified proof	nmah_1743352	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1743605	NMAH	certified proof	nmah_1743605	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1113395	NMAH	0.50 Real	nmah_1113395	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1836
edanmdm-nmah_1119012	NMAH	10.00 Centavo	nmah_1119012	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1938
edanmdm-nmah_1083860	NMAH	5 Dollars, United States, 1880	nmah_1083860	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1880
edanmdm-nmah_964806	NMAH	Order of the Lily	nmah_964806	{'access': 'CC0'}	National Museum of American History	['Badges', 'Badge; Miniature']	
edanmdm-nmah_1092658	NMAH	0.50 Dollar	nmah_1092658	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1973
edanmdm-nmah_1118059	NMAH	20.00 Centavo	nmah_1118059	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	
edanmdm-nmah_1132857	NMAH	medal	nmah_1132857	{'access': 'CC0'}	National Museum of American History	['Medals']	1939
edanmdm-nmah_1104135	NMAH	America's War Medal	nmah_1104135	{'access': 'CC0'}	National Museum of American History	['Medals']	1917
edanmdm-nmah_1099560	NMAH	medal	nmah_1099560	{'access': 'CC0'}	National Museum of American History	['Medals']	1876
edanmdm-nmah_1851939	NMAH	Amulet, China, n.d.	nmah_1851939	{'access': 'CC0'}	National Museum of American History	['Amulets']	n.d.
edanmdm-nmah_1828164	NMAH	Yuan Fu T'ung Pao, China, 1098-1101	nmah_1828164	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1098 - 1101
edanmdm-nmah_1828201	NMAH	Chien Yen T'ung Pao, China, 1127-1131	nmah_1828201	{'access': 'CC0'}	National Museum of American History	['Coins (money)']	1127 - 1131
edanmdm-nmah_1624521	NMAH	certified proof	nmah_1624521	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1624614	NMAH	certified proof	nmah_1624614	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1624658	NMAH	certified proof	nmah_1624658	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1624861	NMAH	certified proof	nmah_1624861	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1625963	NMAH	certified proof	nmah_1625963	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1626477	NMAH	certified proof	nmah_1626477	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1626615	NMAH	certified proof	nmah_1626615	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1626939	NMAH	certified proof	nmah_1626939	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1627063	NMAH	certified proof	nmah_1627063	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1627429	NMAH	certified proof	nmah_1627429	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1655054	NMAH	certified proof	nmah_1655054	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1656811	NMAH	certified proof	nmah_1656811	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1657529	NMAH	certified proof	nmah_1657529	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1659172	NMAH	certified proof	nmah_1659172	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1659765	NMAH	certified proof	nmah_1659765	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1675164	NMAH	certified proof	nmah_1675164	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1675207	NMAH	certified proof	nmah_1675207	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1676009	NMAH	certified proof	nmah_1676009	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1676612	NMAH	certified proof	nmah_1676612	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1676745	NMAH	certified proof	nmah_1676745	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1677215	NMAH	certified proof	nmah_1677215	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1677483	NMAH	certified proof	nmah_1677483	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1677778	NMAH	certified proof	nmah_1677778	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1678731	NMAH	certified proof	nmah_1678731	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1679087	NMAH	certified proof	nmah_1679087	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1679101	NMAH	certified proof	nmah_1679101	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1679595	NMAH	certified proof	nmah_1679595	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1679755	NMAH	certified proof	nmah_1679755	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1679977	NMAH	certified proof	nmah_1679977	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1499626	NMAH	certified proof	nmah_1499626	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1900-06-04
edanmdm-nmah_1499777	NMAH	certified proof	nmah_1499777	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1500201	NMAH	certified proof	nmah_1500201	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1500390	NMAH	certified proof	nmah_1500390	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1500573	NMAH	certified proof	nmah_1500573	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1902
edanmdm-nmah_1501456	NMAH	certified proof	nmah_1501456	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1865-07-01
edanmdm-nmah_1501740	NMAH	certified proof	nmah_1501740	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1871-03-15
edanmdm-nmah_1502237	NMAH	certified proof	nmah_1502237	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1901-06-22
edanmdm-nmah_1503858	NMAH	certified proof	nmah_1503858	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'Face', 'certified proof', 'Certified Proof']	1882
edanmdm-nmah_450870	NMAH	Building a Floating Drydock	nmah_450870	{'access': 'CC0'}	National Museum of American History	['Sketch; Pencil', 'Sketches']	
edanmdm-nmah_1817020	NMAH	carving, bas relief portrait	nmah_1817020	{'access': 'CC0'}	National Museum of American History	['carving, bas relief portrait']	
edanmdm-nmah_417972	NMAH	revolver	nmah_417972	{'access': 'CC0'}	National Museum of American History	['Revolvers (firearms)', 'revolver; Firearms; Center Fire; .32 In; Rifled; Breech Load; 2G; Da']	
edanmdm-nmah_414786	NMAH	Hero Boxlock Percussion Pistol	nmah_414786	{'access': 'CC0'}	National Museum of American History	['pistol; Firearms; Percussion Fire; .32 In; Smooth Bore; Muzzle Load; Sa', 'Pistols', 'pistol, percussion']	
edanmdm-nmah_418915	NMAH	pistol	nmah_418915	{'access': 'CC0'}	National Museum of American History	['pistol; Firearms; Percussion Fire; .45 In; Muzzle Load; Sa', 'Pistols']	
edanmdm-nmah_465527	NMAH	insignia	nmah_465527	{'access': 'CC0'}	National Museum of American History	['Insignias', 'Insignia; Navy; Epaulet; Supply; Rear Admiral; Officer']	
edanmdm-nmah_464351	NMAH	insignia	nmah_464351	{'access': 'CC0'}	National Museum of American History	['Insignias', 'Insignia; Navy; Distinguishing Mark, Lower Sleeve; Enlisted Man; Ex-Apprentice']	
edanmdm-nmah_465328	NMAH	insignia	nmah_465328	{'access': 'CC0'}	National Museum of American History	['Insignias', 'Insignia; Navy; Rating Badge; Chief Petty Officer; Telegraph, Radio Technician; Tropical']	
edanmdm-nmah_445856	NMAH	insignia	nmah_445856	{'access': 'CC0'}	National Museum of American History	['Insignia; Army; Shoulder Sleeve; Infantry; Group 82', 'Insignias']	
edanmdm-nmah_1590037	NMAH	certified proof	nmah_1590037	{'access': 'CC0'}	National Museum of American History	['Money', 'Exchange Medium', 'certified proof', 'Certified Proof']	
edanmdm-nmah_1591748	NMAH	certified proof	nmah_1591748	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1591874	NMAH	certified proof	nmah_1591874	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1592071	NMAH	certified proof	nmah_1592071	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1592885	NMAH	certified proof	nmah_1592885	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1593870	NMAH	certified proof	nmah_1593870	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1594347	NMAH	certified proof	nmah_1594347	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1594450	NMAH	certified proof	nmah_1594450	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1594463	NMAH	certified proof	nmah_1594463	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
edanmdm-nmah_1594585	NMAH	certified proof	nmah_1594585	{'access': 'CC0'}	National Museum of American History	['Exchange Medium', 'certified proof']	
